index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/news/2024-07/01/wuetende-proteste-ultraorthodoxer-israelis-gegen-wehrpflicht,https://www.zeit.de/news/2024-07/01/wuetende-proteste-ultraorthodoxer-israelis-gegen-wehrpflicht,0,www.zeit.de,Krieg in Nahost: Wütende Proteste ultraorthodoxer Israelis gegen Wehrpflicht,Hier finden Sie Informationen zu dem Thema „Lage im Überblick“. Lesen Sie jetzt „Tausende ultraorthodoxe Juden protestieren gegen Wehrpflicht“.,https://img.zeit.de/news/2024-07/01/wuetende-proteste-ultraorthodoxer-israelis-gegen-wehrpflicht-image-group/wide__1300x731,2024-07-01T02:04:18Z,,In Israel haben Tausende ultraorthodoxe Männer gegen die gerichtlich verfügte Verpflichtung zum Wehrdienst in der israelischen Armee protestiert. Laut örtlichen Medienberichten kam es gestern Abend i… [+1562 chars],,de,'Krieg'
https://orf.at/stories/3362230/,https://orf.at/stories/3362230/,0,orf.at,WIFO-Prognose: Inflation erst Mitte 2026 bei zwei Prozent,,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,2024-07-01T05:15:51Z,,"Das Österreichisches Institut für Wirtschaftsforschung (WIFO) rechnet damit, dass die Inflation in Österreich erst Mitte 2026 auf den Zielwert der Europäischen Zentralbank (EZB) von zwei Prozent sink… [+1076 chars]",,de,'Inflation'
https://www.tagesspiegel.de/wirtschaft/finanzen/nach-anstieg-der-teuerungsrate-im-mai-deutsche-inflationsrate-im-juni-auf-22-prozent-gesunken-11932799.html,https://www.tagesspiegel.de/wirtschaft/finanzen/nach-anstieg-der-teuerungsrate-im-mai-deutsche-inflationsrate-im-juni-auf-22-prozent-gesunken-11932799.html,0,www.tagesspiegel.de,"Nach Anstieg der Teuerungsrate im Mai: Deutsche Inflationsrate im Juni auf 2,2 Prozent gesunken",Die extrem hohen Inflationsraten der vergangenen beiden Jahre sind inzwischen passé. Doch der Rückgang der Teuerung ist ins Stocken geraten.,https://www.tagesspiegel.de/wirtschaft/images/inflationsrate-in-deutschland/alternates/BASE_16_9_W1400/inflationsrate-in-deutschland.jpeg,2024-07-01T05:19:07Z,,"Die Inflation in Deutschland ist wieder auf dem Rückzug. Die Verbraucherpreise stiegen im Juni durchschnittlich mit 2,2 Prozent nicht mehr so stark wie im Mai mit 2,4 Prozent, wie das Statistische Bu… [+2226 chars]",,de,'Inflation'
https://www.zeit.de/news/2024-07/01/gericht-verfassungsschutz-darf-afd-in-bayern-beobachten,https://www.zeit.de/news/2024-07/01/gericht-verfassungsschutz-darf-afd-in-bayern-beobachten,0,www.zeit.de,Urteil: Gericht: Verfassungsschutz darf AfD in Bayern beobachten,Hier finden Sie Informationen zu dem Thema „Urteil“. Lesen Sie jetzt „Gericht: Verfassungsschutz darf AfD in Bayern beobachten“.,https://img.zeit.de/news/2024-07/01/gericht-verfassungsschutz-darf-afd-in-bayern-beobachten-image-group/wide__1300x731,2024-07-01T08:38:14Z,,Der Bayerische Verfassungsschutz darf die AfD als rechtsextremistischen Verdachtsfall beobachten. Das hat das Verwaltungsgericht München entschieden. Eine Klage der bayerischen AfD gegen die Beobacht… [+1986 chars],,de,'Bayern'
https://www.focus.de/finanzen/boerse/automatisierung-und-nachhaltigkeit-elon-musk-enthuellt-revolutionaere-plaene-und-will-tesla-neu-ausrichten_id_260097662.html,https://www.focus.de/finanzen/boerse/automatisierung-und-nachhaltigkeit-elon-musk-enthuellt-revolutionaere-plaene-und-will-tesla-neu-ausrichten_id_260097662.html,0,www.focus.de,Automatisierung und Nachhaltigkeit - Elon Musk enthüllt revolutionäre Pläne und will Tesla neu ausrichten,Tesla-Gründer Elon Musk plant einschneidende Änderungen bei Tesla: Der Schwerpunkt soll künftig auf Robotik und nachhaltiger Energie liegen. Ziel ist die Automatisierung in Fabriken und Haushalten.,https://p6.focus.de/img/fotos/id_259983462/elon-musk.jpg?im=Crop%3D%280%2C45%2C1440%2C720%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=95781541c11b88a42118ece3934a978d185ba88b5931994cb313627b8d60b50d,2024-07-01T09:27:52Z,,Tesla-Gründer Elon Musk plant einschneidende Änderungen bei Tesla: Der Schwerpunkt soll künftig auf Robotik und nachhaltiger Energie liegen. Ziel ist die Automatisierung in Fabriken und Haushalten.Te… [+2568 chars],,de,'nachhaltige Energie'
https://www.focus.de/finanzen/boerse/automatisierung-und-nachhaltigkeit-elon-musk-enthuellt-revolutionaere-plaene-fuer-tesla_id_260097662.html,https://www.focus.de/finanzen/boerse/automatisierung-und-nachhaltigkeit-elon-musk-enthuellt-revolutionaere-plaene-fuer-tesla_id_260097662.html,0,www.focus.de,Automatisierung und Nachhaltigkeit - Elon Musk enthüllt revolutionäre Pläne und will Tesla neu ausrichten,"Tesla-CEO Elon Musk plant weitreichende Änderungen bei dem E-Auto-Konzern: Der Schwerpunkt soll künftig auf Robotik und nachhaltiger Energie liegen. Ziel ist die Automatisierung in Fabriken, aber auch Haushalten.",https://p6.focus.de/img/fotos/id_259983462/elon-musk.jpg?im=Crop%3D%280%2C45%2C1440%2C720%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=95781541c11b88a42118ece3934a978d185ba88b5931994cb313627b8d60b50d,2024-07-01T09:27:52Z,,"Tesla-CEO Elon Musk plant weitreichende Änderungen bei dem E-Auto-Konzern: Der Schwerpunkt soll künftig auf Robotik und nachhaltiger Energie liegen. Ziel ist die Automatisierung in Fabriken, aber auc… [+2566 chars]",,de,'Nachhaltige Energie'
"https://www.br.de/nachrichten/bayern/attacke-auf-polizisten-an-bahnhof-in-lauf-angreifer-erschossen,UHCBh5c","https://www.br.de/nachrichten/bayern/attacke-auf-polizisten-an-bahnhof-in-lauf-angreifer-erschossen,UHCBh5c",0,www.br.de,Bayern: Polizei tötet Angreifer nach Messerattacke,"Großeinsatz am Sonntagabend an einem Bahnhof im mittelfränkischen Lauf an der Pegnitz: Ein Mann griff drei Polizisten mit einem Messer an. Die Beamten schossen auf den Angreifer, dieser wurde dabei tödlich verletzt.",https://img.br.de/e23b33e8-471e-45a6-be5b-fd20709c03c7.jpeg?q=80&rect=210%2C7%2C1707%2C959&w=1600&h=900,2024-07-01T11:12:53Z,,"Nach einem Messerangriff auf drei Bundespolizisten im mittelfränkischen Lauf an der Pegnitz ist der mutmaßliche Angreifer getötet worden. Wie die Polizei am Sonntagabend mitteilte, ging der 34-jährig… [+1771 chars]",,de,'Bayern'
https://www.faz.net/aktuell/finanzen/finanzmarkt/deutsche-inflationsrate-im-juni-auf-2-2-prozent-gesunken-19825883.html,https://www.faz.net/aktuell/finanzen/finanzmarkt/deutsche-inflationsrate-im-juni-auf-2-2-prozent-gesunken-19825883.html,0,www.faz.net,"Deutsche Inflationsrate im Juni auf 2,2 Prozent gesunken","Die Teuerung in Deutschland hat das niedrigste Niveau seit rund drei Jahren erreicht, liegt jedoch weiterhin über der 2-Prozent-Marke. Das Ifo-Institut rechnet damit, dass dieses Ziel im August erreicht wird.",https://media1.faz.net/ppmedia/aktuell/4176149456/1.9826279/facebook_teaser/die-inflation-macht-sich.jpg,2024-07-01T12:15:59Z,,"Die Inflation in Deutschland ist wieder auf dem Rückzug. Die Verbraucherpreise stiegen im Juni durchschnittlich mit 2,2 Prozent nicht mehr so stark wie im Mai mit 2,4 Prozent, wie das Statistische Bu… [+2238 chars]",,de,'Inflation'
https://www.tagesschau.de/wirtschaft/verbraucher/inflation-verbaucherpreise-100.html,https://www.tagesschau.de/wirtschaft/verbraucher/inflation-verbaucherpreise-100.html,0,www.tagesschau.de,"Inflation in Deutschland im Juni auf 2,2 Prozent gesunken","Die Inflation in Deutschland ist nach einem Anstieg im Mai wieder gesunken. Vor einem Jahr lag sie noch bei 6,4 Prozent. Die EZB strebt für den Euroraum eine Teuerungsrate von zwei Prozent an.",https://images.tagesschau.de/image/1d8cbcf6-4592-4232-b48c-d107ae434fd4/AAABkG42i0c/AAABjwnlFvA/16x9-1280/inflation-preise-104.jpg,2024-07-01T12:47:13Z,,"Stand: 01.07.2024 14:47 Uhr
Die Inflation in Deutschland ist nach einem Anstieg im Mai wieder gesunken. Vor einem Jahr lag sie noch bei 6,4 Prozent. Die EZB strebt für den Euroraum eine Teuerungsrat… [+2358 chars]",,de,'Inflation'
https://www.focus.de/earth/experten/expertin-viviane-raddatz-wunderloesung-fuer-die-energiewende-was-hinter-dem-wasserstoff-hype-steckt_id_260098975.html,https://www.focus.de/earth/experten/expertin-viviane-raddatz-wunderloesung-fuer-die-energiewende-was-hinter-dem-wasserstoff-hype-steckt_id_260098975.html,0,www.focus.de,Expertin Viviane Raddatz - Wunderlösung für die Energiewende? Was hinter dem Wasserstoff-Hype steckt,"Wasserstoff ist das Gold der Energiewende. Oder? Zumindest ist es aktuell vielleichteiner der größten Hypes, wenn es um den nachhaltigen Wandel aller Wirtschaftsbereiche hin zur Klimaneutralität geht. Doch was steckt hinter dem Hype um das Gold der Energiewen…",https://p6.focus.de/img/regional/rheinland-pfalz/id_260026935/eine-rohrleitung-ist-in-der-brennstoffzelle-eines-wasserstoff-kraftwerks..jpg?im=Crop%3D%280%2C177%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=2e38225cf1bad81c025cc22f4cd3f357c18270c0d1ff3a6ca0bcbf2b7e07c5bf,2024-07-01T13:03:33Z,,"Wasserstoff ist das Gold der Energiewende. Oder? Zumindest ist es aktuell vielleicht einer der größten Hypes, wenn es um den nachhaltigen Wandel aller Wirtschaftsbereiche hin zur Klimaneutralität geh… [+10136 chars]",,de,'Nachhaltige Energie'
