index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.sueddeutsche.de/bayern/kabinett-bayern-energiesparen-strom-kosten-soeder-1.5632557,https://www.sueddeutsche.de/bayern/kabinett-bayern-energiesparen-strom-kosten-soeder-1.5632557,0,www.sueddeutsche.de,Energiekrise: Auch Bayerns Regierung will Strom sparen - Bayern - SZ.de,"In Bayerns Behörden soll künftig sparsamer geheizt werden, aus den Hähnen fließt vorerst nur noch kaltes Wasser.

",https://www.sueddeutsche.de/image/sz.1.5632558/1200x675?v=1659452298,2022-08-02T15:13:00Z,https://web.archive.org/web/20220802151300/https://www.sueddeutsche.de/bayern/kabinett-bayern-energiesparen-strom-kosten-soeder-1.5632557,,,de,'Energie sparen'
https://www.sueddeutsche.de/muenchen/muenchen-allianz-arena-fc-bayern-energieeinsparung-1.5634047,https://www.sueddeutsche.de/muenchen/muenchen-allianz-arena-fc-bayern-energieeinsparung-1.5634047,0,www.sueddeutsche.de,Allianz Arena München: FC Bayern reagiert auf die Energiekrise - München - SZ.de,"Der Fußball-Rekordmeister versucht, seinen Energieverbrauch zu senken: In der Fröttmaninger Arena gehen die Lichter jetzt früher aus. ",https://www.sueddeutsche.de/image/sz.1.2496208/1200x675?v=1659625696,2022-08-04T16:35:22Z,https://web.archive.org/web/20220804163522/https://www.sueddeutsche.de/muenchen/muenchen-allianz-arena-fc-bayern-energieeinsparung-1.5634047,,,de,'Bayern'
https://www.spiegel.de/politik/deutschland/news-des-tages-atomkraft-krieg-in-der-ukraine-fall-schlesinger-a-162f0816-5f7d-4260-8c3d-e77f339b2546,https://www.spiegel.de/politik/deutschland/news-des-tages-atomkraft-krieg-in-der-ukraine-fall-schlesinger-a-162f0816-5f7d-4260-8c3d-e77f339b2546,0,www.spiegel.de,"News des Tages: Atomkraft, Krieg in der Ukraine, Patricia Schlesinger - DER SPIEGEL","Warum so viele Deutsche für Atomkraft sind und noch mehr Russen für Putins Krieg. Und wieso es für Patricia Schlesinger vielleicht nicht damit getan ist, vom ARD-Vorsitz zurückzutreten. Das ist die Lage am Freitagabend.",https://cdn.prod.www.spiegel.de/images/0fb372c3-843d-4dc6-a445-e7c34c92f75c_w1195_r1.77_fpx28.09_fpy49.93.png,2022-08-05T17:37:00+02:00,https://web.archive.org/web/20220805165552/https://www.spiegel.de/politik/deutschland/news-des-tages-atomkraft-krieg-in-der-ukraine-fall-schlesinger-a-162f0816-5f7d-4260-8c3d-e77f339b2546,,,de,'Krieg'
https://www.n-tv.de/wirtschaft/Heizkostenzuschuesse-statt-Daemmen-ist-Wahnsinn-article23519181.html,https://www.n-tv.de/wirtschaft/Heizkostenzuschuesse-statt-Daemmen-ist-Wahnsinn-article23519181.html,0,www.n-tv.de,"Energie und Licht neu denken: Heizkostenzuschüsse statt Dämmen ""ist Wahnsinn"" - n-tv.de","Energiesicherheit beschäftigt viele Menschen. Nur über einen möglichst sparsamen Verbrauch zu reden, sei aber nicht zielführend, meint Mycle Schneider. Was nützen Strom oder Gas, wenn man es nicht bezahlen kann, fragt der Energieberater im ""Klima-Labor"". Er plädiert für eine neue Energiepolitik.",https://bilder1.n-tv.de/img/incoming/crop23520172/0471321448-cImg_16_9-w1200/310004960.jpg,2022-08-11T18:54:54+02:00,https://web.archive.org/web/20220811170201/https://www.n-tv.de/wirtschaft/Heizkostenzuschuesse-statt-Daemmen-ist-Wahnsinn-article23519181.html,,,de,'Gas'
https://www.morgenpost.de/wirtschaft/article236151633/Gasspeicher-bei-75-Prozent-Erstes-Speicherziel-erreicht.html,https://www.morgenpost.de/wirtschaft/article236151633/Gasspeicher-bei-75-Prozent-Erstes-Speicherziel-erreicht.html,0,www.morgenpost.de,Erstes Ziel erreicht: Gasspeicher bei 75 Prozent - Berliner Morgenpost ,"Um Engpässe im Winter zu vermeiden, sollen die deutschen Gasspeicher zur Heizperiode so voll wie möglich sein.",https://img.morgenpost.de/img/wirtschaft/crop236151631/243260416-w820-cv16_9-q85/Gasspeicher.jpg,2022-08-14T10:51:45+02:00,https://web.archive.org/web/20220814030517/https://www.morgenpost.de/wirtschaft/article236151633/Gasspeicher-bei-75-Prozent-Erstes-Speicherziel-erreicht.html,,,de-DE,'Gasspeicher'
https://de.euronews.com/2022/08/16/live-scholz-und-andersson-uber-ukraine-nato-energiewende,https://de.euronews.com/2022/08/16/live-scholz-und-andersson-uber-ukraine-nato-energiewende,0,de.euronews.com,"Scholz und Andersson über Ukraine, NATO, Energiekrise | Euronews",Bundeskanzler Olaf Scholz hat seine Skandinavien-Reise mit einem Besuch in Stockholm beendet. Bei einem Gespräch mit der schwedischen Ministerpräsidentin Magdalena Andersson ging es vor allem um den Krieg in der Ukraine und den Beitritt Schwedens zur NATO.,https://static.euronews.com/articles/stories/06/94/61/10/1000x563_cmsv2_7be6a9ba-5572-59ff-aae2-dd5911316c1b-6946110.jpg,2022-08-16 09:56:33,https://web.archive.org/web/20220816080054/https://de.euronews.com/2022/08/16/live-scholz-und-andersson-uber-ukraine-nato-energiewende,,,de,'Krieg'
https://hallespektrum.de/nachrichten/wirtschaft/energie-statt-personen-angst-vor-dem-kollabieren-des-deutschen-bahnnetzes/424746/,https://hallespektrum.de/nachrichten/wirtschaft/energie-statt-personen-angst-vor-dem-kollabieren-des-deutschen-bahnnetzes/424746/,0,hallespektrum.de,Kohle vor Personen - Angst vor dem Kollabieren des deutschen Bahnnetzes - HalleSpektrum.de - Onlinemagazin aus Halle (Saale),"Wenn es nach den Plänen der Bundesregierung geht, dann werden in der kommenden Zeit vermutlich Güterzüge, die mit Kohle, Gas oder Öl beladen sind, Vorrang",https://hallespektrum.de/wp-content/uploads/2022/08/Rhein.png,2022-08-18T06:50:12+00:00,https://web.archive.org/web/20220818065014/https://hallespektrum.de/nachrichten/wirtschaft/energie-statt-personen-angst-vor-dem-kollabieren-des-deutschen-bahnnetzes/424746/,,,de-DE,'Öl'
https://www.spiegel.de/wirtschaft/soziales/steigende-preise-wirtschaftsminister-robert-habeck-will-geringverdiener-unterstuetzen-a-a6e6af3a-c65a-4627-8589-84c1dd860889,https://www.spiegel.de/wirtschaft/soziales/steigende-preise-wirtschaftsminister-robert-habeck-will-geringverdiener-unterstuetzen-a-a6e6af3a-c65a-4627-8589-84c1dd860889,0,www.spiegel.de,Inflation: Robert Habeck will Geringverdiener unterstützen - DER SPIEGEL,"Ein drittes Entlastungspaket soll kommen, doch wie soll es aussehen? Vizekanzler Habeck plädiert dafür, bestimmten Gruppen direkt zu helfen – und verpackt seine Kritik an Finanzminister Lindner.",https://cdn.prod.www.spiegel.de/images/8733c316-651b-462f-b78f-456301e3381a_w1280_r1.77_fpx43.9_fpy44.98.jpg,2022-08-22T10:43:55+02:00,https://web.archive.org/web/20220822084713/https://www.spiegel.de/wirtschaft/soziales/steigende-preise-wirtschaftsminister-robert-habeck-will-geringverdiener-unterstuetzen-a-a6e6af3a-c65a-4627-8589-84c1dd860889,,,de,'Inflation'
https://www.morgenpost.de/wirtschaft/article236229091/Sechs-Monate-Krieg-Von-Speichern-Turbinen-und-Sparappellen.html,https://www.morgenpost.de/wirtschaft/article236229091/Sechs-Monate-Krieg-Von-Speichern-Turbinen-und-Sparappellen.html,0,www.morgenpost.de,"Sechs Monate Krieg: Von Speichern, Turbinen und Sparappellen - Berliner Morgenpost ","Gasspeicher-Füllstände werden zur Nachricht, Turbinen zum Politikum, Kohlekraftwerke laufen weiter, und günstiges Bahnfahren ist nun möglich: Der Krieg in der Ukraine hat hierzulande vieles verändert.",https://img.morgenpost.de/img/wirtschaft/crop236229089/6512607136-w820-cv16_9-q85/LNG.jpg,2022-08-23T06:08:31+02:00,https://web.archive.org/web/20220823054554/https://www.morgenpost.de/wirtschaft/article236229091/Sechs-Monate-Krieg-Von-Speichern-Turbinen-und-Sparappellen.html,,,de-DE,'Krieg'
https://www.welt.de/wirtschaft/article240648255/Gas-und-Strom-sparen-Wo-ist-eigentlich-die-Energiekrise.html,https://www.welt.de/wirtschaft/article240648255/Gas-und-Strom-sparen-Wo-ist-eigentlich-die-Energiekrise.html,0,www.welt.de,Gas und Strom sparen – Wo ist eigentlich die Energiekrise? - WELT,"Wir erleben die Anfänge der Energiekrise und das Schlimmste steht kurz bevor. Doch haben wir mit dem Strom und Gas sparen überhaupt schon begonnen? Der Autor kann davon im Alltag wenig entdecken. Es ist höchste Zeit, dass Staat, Kommunen und Firmen vorangehen – damit der Bürger folgt.",https://web.archive.org/web/20220824123759im_/https://img.welt.de/img/wirtschaft/mobile240648251/1861358037-ci16x9-w1200/kombo-eick-festival-of-lights.jpg,2022-08-24T12:25:47Z,https://web.archive.org/web/20220824123759/http://www.welt.de/wirtschaft/article240648255/Gas-und-Strom-sparen-Wo-ist-eigentlich-die-Energiekrise.html,,,de,'Gas'
